news_id,FinRE,FinNA,summary_report,sentiment_analysis
324,川普表示對澤倫斯基求援感到遺憾，宣布將改變對烏政策。,合作/競爭,美國總統候選人川普在演講中對烏克蘭總統澤倫斯基的求援感到遺憾，稱對烏政策將改變。川普表示，澤倫斯基是「最偉大的推銷員」，每次訪美都能帶走600億美元。此言在聯合國大會前夕演講中發表。,0.9904612898826599
327,中國大陸央行降準降息，國債殖利率跌至2%。,政策調整/利率下降/國債殖利率/央行宣布/政策寬鬆,中國大陸央行宣布將降準降息，推動政策寬鬆加碼。影響下，10年期國債殖利率一度跌至2%，為自2002年以來的新低。,0.9949619770050049
330,法國政治和財政情勢惹人存疑，法國和德國基準國債殖利率差達08個百分點，創今年最高。,競爭/合作/持股/收購/交易,彭博報導，法國和德國基準國債殖利率差達08個百分點，創今年最高，顯示投資者對法國政治和財政情勢存疑。這反映出法國風險上升。,0.9333845376968384
326,新加坡總理黃循財警告全球經濟活動面臨安全挑戰，中美競爭加劇。,競爭/安全/全球經濟活動/人工智能/半導體,新加坡總理黃循財警告全球經濟活動面臨安全挑戰，中美競爭加劇。人工智能、半導體受限制，安全顧慮擴散至其他領域。,0.6071141362190247
328,中國刺激經濟後，歐洲股市上漲，礦業、奢侈品、科技和汽車股受惠。德商銀股價反彈，遭德政府反對收購。,收購/合作/競爭/持股/減持,中國大陸推出刺激經濟措施後，歐洲股市也隨之上漲，主要受惠於礦業、奢侈品、科技和汽車股。鐵礦石價格大漲，拉抬了礦業股。德國商業銀行股價反彈。德國財政部官員表示政府反對該行被收購。,0.9945926070213318
329,法國國債利率升至金融危機以來最高，股票下跌。,競爭/投資/經濟振興/股票市場/國債利率,法國資產受投資者冷落，因市場對新政府振興經濟信心不足，法國國債利率升至金融危機以來最高，法國股票成歐洲唯一預計全年下跌市場。,0.9881843328475952
331,法國農信銀行計劃收購廣汽集團金融租賃子公司約50%股權。,收購/合作/持股/競爭/投資,法國農業信貸銀行旗下子公司計畫收購廣汽集團金融租賃子公司約50的股權，以進軍中國電動汽車市場。法國農信銀行正深入談判投資廣汽集團，欲擴大在中國的金融租賃業務。,0.9841853976249695
334,MillenniumManagement重新聘回PhillipRamage擔任高級投資經理，將設立大宗商品中心研究團隊。,合作/競爭/重新聘回/投資組合經理/大宗商品業務,彭博報導，MillenniumManagement重新聘回能源交易員PhillipRamage擔任高級投資組合經理，並將設立大宗商品業務的中心研究團隊。,0.8658705949783325
332,中國大陸新規允許證券公司從央行取得資金，增加持股能力。,合作/持股/資金來源/證券公司/流動性增長,中國大陸設計新規定，允許證券公司從央行取得資金，增加持股能力，促進經濟發展。人民銀行行長潘功勝表示，此舉旨在支持證券公司透過大幅增長流動性，提升資金來源和持股能力。,0.9602628946304321
335,中國股市上漲，恒生國企指數達7個月高，央行研究討論平准基金。,競爭/政策支持/股市上漲/國企指數/央行平准基金,彭博報導，香港和中國大陸股市在中國央行推出一系列支持政策後，股市迎來上漲。恒生國企指數升幅最大，一度達到7個月最高收盤。央行行長潘功勝稱正在研究股市平准基金。,0.7544640302658081
333,殖利率曲線倒掛現象快速消退，對經濟和40兆美元政府債券產生影響。,經濟/政府債券投資/殖利率曲線/倒掛現象/長短期殖利率,彭博報導指出，近年來的殖利率曲線倒掛現象正在快速消退，這將對經濟和40兆美元的政府債券投資產生廣泛影響。長達兩年的短期殖利率超過長期殖利率的異象在全球許多地方正在恢復正常。,0.9798690676689148
339,川普指責中國未履行500億美元農產品協議。,競爭/合作/貿易/農業/美中关系,美國前總統川普批評中國未履行購買500億美元農產品協議，誓言將向習近平提及此事。川普在活動中表示重視中美農業及糧食供應問題。,0.630214512348175
340,波音調薪因應西雅圖罷工威脅。,合作/員工薪資調整/罷工威脅解決,波音提高西雅圖員工合同報價，應對罷工威脅。方案包括薪資成長和獎金提升，希望解決持續一週的危機。,0.8766655921936035
337,中國宣布促進經濟措施，提高鐵礦石需求，導致新加坡期貨價格上漲4%。,合作/需求/價格上漲/貨幣政策調整/利率調整,中國大陸宣布促進經濟措施，推升鐵礦石需求。新加坡期貨價格4%上漲。中國央行計畫下調存款準備金率、7天期逆回購操作利率和存量房貸利率。,0.9625937342643738
342,中國央行降低存款準備金率和逆回購操作利率，支持經濟復甦，存款準備金率下降0.05%，逆回購操作利率下調0.2個基點。,降低存款準備金率/降低逆回購操作利率/支持經濟復甦/央行行長發布會/經濟政策調整,中國人民銀行表示將降低存款準備金率和逆回購操作利率，以支持經濟復甦。根據央行行長潘功勝的發布會上的表述，存款準備金率將降低0.05個百分點，並在年底前再根據情況降低0.25-0.5個百分點，逆回購操作利率將下調到1.5%，比目前的1.7%下調0.2個基點。,0.9971785545349121
347,拜登主持四方安全對話對中國施壓，與印度、日本、澳洲合作。,合作/施壓/主持/經濟體/行動,美國總統拜登加緊對中國大陸施壓，與印度、日本、澳洲合作，周末主持四方安全對話。这是他在任期末期針對全球第二大經濟體的行動，表現無遺。,0.6438987851142883
343,中國基金市場轉型，ETF崛起，主動基金規模下滑。,競爭/轉型/基金/股票/ETF,中國大陸明星基金經理在連續三年下跌的股市中失去光環，被動型基金如ETF受到投資者歡迎。晨星Direct數據顯示，中國大陸主動股票基金總規模下滑，而被動股票基金總規模成長，占所有股票基金近一半比重。這標誌著公募基金行業正朝著轉型方向邁進。,0.9844090342521667
345,G20共識推動改革聯合國世貿組織，多邊貸款機構增現代化。,合作/改革/聯合國世貿組織/多邊貸款機構/全球治理,G20同意推動改革聯合國世貿組織及多邊貸款機構，首次達成共識，將在巴西舉行的外長會議上正式呼籲改革，以促進全球治理機構現代化。,0.6178616285324097
344,法國馬克宏新政府崩潰風險增加，財政情勢不樂觀。,合作/不信任投票/內閣混合派別/極右翼協力/公共財政,法國總統馬克宏的新政府引發各政治派反彈，加劇政府崩潰風險。新內閣組成混合派別，令合作不順，可能面臨不信任投票。左派新人民陣線在排除於內閣後，或將與極右翼協力推翻政府。新政府局勢岌岌可危，公共財政前景難以樂觀。,0.7532703876495361
349,摩根士丹利建議調整投資重心至境外上市股票。,投資建議/資金調整/匯率風險/境外市場/人民幣貶值,摩根士丹利建議投資者應該停止側重內地上市的中國大陸股票，而是應將投資重心轉向境外上市的股票。摩根士丹利指出，國家隊減少對人民幣的購買，將降低人民幣貶值的可能性，從而減弱A股的吸引力。摩根士丹利認為，這兩個支撐A股的因素在過去幾個月發生了重大變化，投資者應該調整其投資策,0.9890030026435852
348,彭博報告：中國應實施房市援助計畫，或將面臨五年危機。,競爭/政策/房市/經濟成長/援助計畫,彭博報導指出，大多數經濟學家認為中國應針對房市危機實施援助計畫，以促進經濟成長。分析師認為政府主導的計畫是最佳選項，但需面對可能持續五年的房市危機。,0.9628679752349854
353,川普拒絕CNN再辯論，質疑公平性。,合作/競爭/辯論/公平性/投票,彭博接受CNN邀請再與川普辯論，但川普嫌時機太晚拒絕。川普在活動上稱早期投票已開始，質疑CNN公平性，表示已有兩次辯論並投票。,0.9384084939956665
350,美聯儲官員分歧，致債券殖利率上升，Taibor反映央行或實施緊政策。,競爭/利率/交易/供需/政策,彭博報導，美國聯準會官員對通膨數據意見不同。美國債券殖利率上漲，台灣Taibor互換利率反映央行可能實施緊政策。5年期IRS報172.5點上升3點，3年期IRS上升0.5點。金鼎證券交易員指出，需求推動公債價格，預測長券需求持續且或擴展至短期債券。,0.9967920184135437
352,彭博報導：賀錦麗籌得3.61億美元，領先川普13億美元。,合作/競爭/收購/持股/交易,彭博報導，美國副總統候選人賀錦麗在大選最花錢的時期籌得了3.61億美元，走在川普前頭，後者則花費了13億元進行廣告攻勢。金主們推動了賀錦麗的籌款激增，讓她在資金上領先對手。,0.9198672771453857
356,歐洲央行可能降低利率，因服務業通膨風險大於經濟。,貨幣政策/經濟發展/通脹風險/利率調整/服務業成長,歐洲央行管理委員會成員Kazaks表示，目前服務業通膨風險大於經濟擔憂，利率可能下行，速度將視經濟發展而定。,0.9234648942947388
357,彭博報導，金價再創新高，每盎司2625.89美元，或影響未來利率路徑。,合作/競爭/利率路徑/金價路徑/現貨黃金,彭博報導指出，金價周一在亞洲時段再創新高，每盎司2625.89美元，可能影響未來利率路徑。現貨黃金一度上漲0.2%，超過上周五的歷史高點。,0.9983484745025635
358,中國鋼鐵業面臨破產危機，需加速整合,競爭/合作/收購/破產/整合,彭博行業研究指出，中國鋼鐵業面臨破產危機，需加速整合。該行研究指出，近四分之三的鋼鐵企業上半年虧損，可能出現大規模倒閉浪潮。,0.9864107966423035
361,香港部分銀行降低借貸成本後，周末住房成交量降至兩個月來最低水平。,降低借貸成本/住房成交量/中原地產數據/成交量下降/周末成交,彭博報導，香港部分銀行降低借貸成本後，周末住房成交量降至兩個月來最低水平。根據中原地產數據，周末十大屋苑錄得7筆成交，較前一周下降53%，為近八周最低。,0.8684656620025635
354,中國央行下調短期利率，擬加強經濟增長。,合作/競爭/降息/新聞發布會/經濟增長力度加大,中國宣布央行下調短期政策利率，並將舉行新聞發布會介紹經濟情況，引發外界猜測政府將加大恢復經濟增長力度。央行總裁潘功勝將與兩名官員召開發布會，討論金融支持經濟高質量發展相關情況。,0.9502213001251221
360,韓國監管機構調查摩根士丹利涉SK海力士賣單。,合作/競爭/持股/減持/交易,韓國金融監管機構正在調查摩根士丹利在下調SK海力士評級前是否有進行賣單操作。這是韓國加強對跨國銀行和對沖基金審查的一個例子。韓國金融監督院（FSS）已要求摩根士丹利首爾提交相關文件以進行審查，以確定其在9月15日下調SK海力士評級的研究報告是否遵守監管規定。,0.9559891819953918
363,拜登領導峰會未直接討論中國，重點轉向與印度、日本、澳洲討論議題。,合作/競爭/國際局勢/戰略制衡/領導人交流,美國總統拜登在四方安全對話領導人峰會上表示中國正考驗美國及印太盟友，未直接討論制衡中國影響力。與印度、日本、澳洲領導人熱情交談後轉向討論中國議題。,0.9632484316825867
364,澳洲REAGroupLtd提高收購RightmovePlc報價至61億英鎊。,收購/提高報價/估值/澳洲公司/英國公司,澳洲公司REAGroupLtd提高收購英國RightmovePlc的報價至61億英鎊，估值為每股770便士。,0.9941660165786743
362,新加坡交易所考慮擴張至杜拜，因避險基金激增。,合作/拓展/金融市場/避險基金/海外市場,新加坡交易所考慮擴張至杜拜，因為杜拜的避險基金數量激增，吸引了大量客戶。新交所金融市場與數字平台部總監李民宏表示，這讓公司有了更充分的理由在當地開設新辦事處。,0.9981378316879272
365,Apollo向英特爾投資數十億美元，表達對該公司的信心(投資金額最多50億美元)。,投資/英特爾/金額/信心/知情人,ApolloGlobalManagement計劃向英特爾投資數十億美元，顯示對這家晶片巨頭的信心。知情人士透露，投資金額可能不超過50億美元。,0.9518826007843018
373,波音公司罷免防務和空間部門負責人，首次重大改組。,管理層改組/罷免負責人/高管離職/首席運營官臨時接任/公司重大改革,波音公司罷免防務和空間部門負責人，執行長KellyOrtberg首次重大改組。離職負責人TedColbert及暫繼首席運營官SteveParker。新執行長計劃全面改組管理層以挽救波音陷困境。,0.9740408062934875
368,高通與英特爾討論買賣，或許是史上最大併購案，匿名消息。,收購/合作/競爭/持股/交易,高通公司正與英特爾討論收購事宜，這可能是一項史上最大的併購案之一。高通提議對整個公司進行友好收購，但不排除收購或出售英特爾部分股份的可能性。這些消息來自知情人士，他們要求保持匿名。高通公司的總部位於加州。,0.9971554279327393
369,美國商務部計畫禁止中國和俄羅斯製造的車聯網硬體和軟件，解決智能汽車安全問題，涵蓋自動駕駛系統和車輛通信。,合作/競爭/政策/科技/安全,根據知情人士透露，美國商務部計畫禁止中國和俄羅斯製造的車聯網硬體和軟件，以解決智能汽車安全問題。禁令涵蓋自動駕駛系統和車輛通信，主要對象為軟件和部分硬體。該規定將於周一發布。,0.7006376385688782
374,歐洲央行預計持續寬鬆貨幣政策，觀望新數據，以達通膨目標。,合作/貨幣政策/央行/通膨目標/經濟風險,歐洲央行管委OlliRehn表示，貨幣政策將持續寬鬆，取決於新數據。央行已著手實現通膨目標，但經濟面臨風險。,0.9612612724304199
367,德國經濟衰退，投資人擔憂DAX指數。,收購/競爭/持股/經濟/投資,德國經濟上季萎縮，政府支持度降低；中國經濟不景氣。不過德國股市創歷史新高，投資人對經濟仍持樂觀。投資人擔憂德國經濟遲緩會持續，懷疑DAX指數能否突破13。,0.9728776216506958
376,蘋果推出未安裝人工智能軟體的新iPhone16系列，或將面臨銷售挑戰。,合作/競爭/產品推出,彭博報導，蘋果推出新iPhone16系列，但未安裝人工智能軟體，可能面臨銷售挑戰。,0.7200573682785034
375,英特爾股價飆升，可能受高通收購消息推動。,收購/股價飆升/晶片行業/高通公司/交易,彭博報導，英特爾股價飆升，因高通公司可能收購英特爾。交易有望創下晶片行業紀錄，討論最近進行。,0.982296884059906
378,中國可能解除對福島水產品的禁令,合作/限制解除/核污水事件檢測/國際機構參與,據報導，中國大陸有可能解除對日本水產品的禁令。該禁令是因為去年福島核污水排海事件而實施的。日本和國際原子能機構計畫擴大對海水放射性元素的檢測範圍，並允許其他國家參與其中。兩國在此問題上可能取得突破。,0.6528682708740234
370,艾斯曼因暗示慶祝巴勒斯坦平民死亡言論被批，刪除社交媒體帳戶。,合作/社交媒體刪除/言論回覆/錯誤貼文,投資組合經理艾斯曼因在社交媒體上暗示慶祝巴勒斯坦平民死亡的言論而刪除了社交媒體帳戶。一位用戶在社交媒體上對災難保持沉默，艾斯曼回覆稱這是在開玩笑，並退回言論。艾斯曼後來表示他本意是評論以色列對真主黨的行動，這則貼文是一個錯誤。,0.980255126953125
379,菲律賓央行下調綜合銀行和商業銀行存款準備金率至7%。,降息率變動/存款準備金率/央行/綜合銀行/商業銀行,菲律賓央行將於10月25日起，將綜合銀行和商業銀行的存款準備金率下調250個基點至7。,0.9666124582290649
381,梅賽德斯財務預測下調，中國業務惡化，銷售回報率預計75至85。,競爭/財務預測/中國業務/銷售回報率/德國工業,彭博報導，梅賽德斯賓士集團下調全年財務預測，因中國業務惡化。德國工業再度受打擊，梅賽德斯預計銷售回報率在75至85之間。,0.9548379182815552
385,德國經濟恢復乏力，增長速度低於預期，將停滯不前。,合作/競爭/持股/交易,德國經濟勉強避免衰退，需等到年底才會恢復成長。這增加了對歐洲最大經濟體未來的擔憂。受訪者預計未來三個月經濟將停滯，GDP成長速度低於預期。,0.9266725778579712
380,台債20年期券標售優於預期，低於標售利率，推動盤面活躍。,收購/合作/競爭/持股/交易,彭博報導，台債20年期券標售優於預期，成交低於標售利率，推動午後盤面活躍。永豐金證券指出，供不應求情況使市場偏多，20年公債得標利率為1.585％，低於預估。台灣央行2年期存單利率兩次小幅走低，顯示央行升準未影響投標需求。,0.9442147612571716
384,聯準會降息，金價飆至每盎司260707美元，市場期待後續利率走勢。,政策轉向/金價上揚/聯準會降息/美元走弱/利率前景,聯準會降息導致美元走弱，金價創下新高，每盎司260707美元。此次降息被視為政策轉向的起始點，旨在確保美國勞動力市場的韌性，防止經濟進一步疲軟。市場仍在消化這一利率前景。,0.9301679730415344
383,前美財長桑默斯關注通膨風險，可能影響聯準會降息。,合作/通脹/聯儲會/降息計劃/風險,美國前財長桑默斯擔憂通膨可能影響聯準會未來降息計劃，風險為通膨上升。,0.9815368056297302
386,中國恒大集團清盤，要求香港法院清盤子公司CEGHoldingsBVILtd。,清盤/香港高等法院/子公司/中國恒大/CEGHoldingsBVILtd,中國恒大集團清盤人將重返香港法庭，要求清盤旗下子公司。香港高等法院將就此進行首場聆訊。清盤人指示中國恒大針對其子公司CEGHoldingsBVILtd提出清盤呈請。大陸恒大清盤人仍在應對如迷宮般複雜的公司結構以及主要資產在大陸內地所涉的司法管轄難題。,0.9236888885498047
387,日本央行總裁宣布政策維持不變，日圓兌美元走跌，股市穩健。,合作/決策/外匯/股市/利率,彭博報導，日本央行總裁表示將維持政策不變，暫不升息，日圓兌美元走跌，市場反應平靜，股市表現穩健，日圓小幅走強。,0.9222766757011414
389,螞蟻集團籌集了65億美元贷款用于再融资。,收購/融資/信貸/循環信貸/境外公司,據知情人士透露，螞蟻集團籌集了65億美元貸款，用於再融資同等規模的離岸信貸額度。這筆三年期貸款分為兩部分，50億美元用於AlipayHongKongHoldingLtd的循環信貸，15億美元用於螞蟻國際境外公司AdvancedNewTechnologiesSingapore的循環信貸。,0.9239798784255981
388,日本8月CPI同比上漲至2.8%。,競爭/持股/政策會議/消費者價格指數CPI/基準利率,彭博報導，日本8月關鍵通膨指標連續第4個月上升，消費者價格指數CPI同比上漲2.8%，高於7月的2.7%。市場預期日本央行將在政策會議上維持基準利率在0.25%不變。,0.9854244589805603
391,中國大陸央行保持9月LPR利率穩定。,收購/合作/競爭/利率穩定/利率維持不變,中國央行在聯準會寬鬆後保持利率穩定。中國大陸9月LPR利率維持不變。,0.9931817650794983
390,斯凱奇股價下跌9.6%，財務長提到中國市場壓力。,股價下跌/銷售壓力/財務長/最大跌幅/周四,彭博報導斯凱奇股價下跌，為自2月以來的最大跌幅。公司財務長提到中國大陸銷售將面臨壓力，股價周四下跌9.6%，收於61.56美元，為8月初以來最低。,0.9972412586212158
396,星展去年服務富人客戶收入暴增，預計將再翻倍。,增長/預測/全球富人/資產轉移/亞洲,星展去年服務富人客戶收入超過20億新幣，比2015年增長一倍，預計到2027年將再增加一倍，因全球富人將資產轉移到亞洲。詳細內容請參閱原文連結。,0.8613701462745667
394,英國8月零售額增長，食品和服裝銷售上揚，成長10%。,競爭/零售/消費者/商店和網上銷售/國家統計局,英國8月零售額成長，受天氣較好影響，消費者增加在食品和服裝支出。英國國家統計局指出，商店和網上銷售的商品金額增長了10%，強於預期的04%。,0.8505274057388306
397,中國考慮放寬一線城市住房限購措施，刺激房地產市場。,競爭/政策/住房市場/一線城市/購房限制,中國政府考慮放寬一線城市的住房限購措施，允許部分城市不再區分首套房和二套房，以刺激房地產市場。这一消息得到内部知情人士的證實，政府也正在討論在北京上海等一線城市放鬆購房的相關戶籍限制。,0.7091022729873657
392,川普批評聯準會降息幅度太大，指出降息出於政治動機。,競爭/利率政策/降息/通脹/總統選舉,美國共和黨總統候選人川普批評聯準會下調基準利率是出於政治動機，認為降息幅度應較小。他指出，這是為了讓某人繼續留任的政治舉動，但不會奏效，因為通膨嚴重。,0.9933726787567139
395,馬來西亞籌資新馬高鐵向中投資者尋數十億美元。,投資/高鐵項目/資金籌集/中國大陸/國有企業,馬來西亞最高元首計畫向中國投資者籌資新馬高鐵項目。消息指具名知情人士透露，尋求數十億美元的資金，目標為中國大陸國有企業。,0.7544612288475037
399,德國電動汽車銷量下滑，歐洲市場也受影響，交付量8月大跌69％。,競爭/合作/交易,德國電動汽車銷售下滑，歐洲市場也受影響。德國市場電動汽車交付量8月下降69％，整體歐洲下降36％。歐洲汽車製造商協會呼籲歐盟重考氣候目標，提出緊急措施以避免製造商未達標面臨巨額罰款。,0.8234814405441284
398,巴菲特持續處置美國銀行股份，本周售出896億美元股份，獲利340億美元。,減持/交易/持股/獲利/披露文件,巴菲特持續處置美國銀行股份，已獲利340億美元，披露文件顯示柏克夏公司本周售出896億美元股份，覆蓋投資成本146億美元，再加股息收入。,0.9852991104125977
401,歐洲央行副總裁暗示下月可能調整利率，並強調12月將有最新預測。,合作/利率調整/經濟狀況/通膨/預測,歐洲央行副總裁表示，將在最後一次會議上更好地瞭解經濟和通膨狀況，並暗示可能在下個月調整利率。他強調12月將有最新預測，並表示將依據數據變化做決定。Guindos強調保持選擇權。,0.9688268899917603
402,洛克菲勒掌控石油市場，國際原油價格攀升，石油業者提高股東回饋。,競爭/持股/原油價格/石油業者/股東回饋,洛克菲勒是現代石油產業之父，曾掌控美國九成石油市場，並透過壓低價格打擊競爭對手。OPEC如今仍採用類似手段，令部分石油業者難以應對，而近期國際原油價格攀升，石油業者開始提高股東回饋。,0.9253441095352173
400,私募信貸規模翻倍，浮息債務更具吸引力，預計貨幣政策將進一步放鬆。,私募信貸/浮息債務/加息環境/基準利率降低/固定收益投資,私募信貸規模較2019年成長了逾一倍，浮息債務在加息環境下更具吸引力。聯準會降息後，行業達17萬億美元的私募信貸市場將飛速成長，但基準利率降低將使固定收益投資更有吸引力。聯準會預計將進一步放鬆貨幣政策，這將對私募信貸市場造成更大影響。,0.9902607798576355
403,SteveEisman變更預測，無法確定川普是否贏得大選。,競爭/投資组合/预测/美国总统大选/转变,投資組合經理SteveEisman撤回先前對川普贏得美國總統大選的預測，原因是拜登退出競選。他表示不知道誰將贏得大選。Eisman之前預測不管拜登是否參選，川普都會贏得11月的大選。Eisman憑藉這一觀點而聞名，他今天宣布了這一轉變。,0.9910017848014832
405,標普500指數漲至5713.02點，創歷史新高，受聯準會降息影響。,競爭/市場表現,標普500指數周四開盤創下盤中歷史新高，上漲17點至5713.02點。這是因為聯準會大幅降息，增強了對美國經濟擴張的信心。,0.9934078454971313
407,AkshaySingal因预测正确联储将降息50个基点而重新评估交易部门押注，市场感到困惑。,降息/交易/聯準會/市場/口風,彭博AkshaySingal對聯準會周三50個基點降息的正確預測是不是高興，因為鮑爾等委員的謹慎口風使他重新思考交易部門的押注。Singal表示聯準會對此可能感到滿意，不被視為過度寬鬆，但市場感到困惑。,0.9963895678520203
